municipio,def_mean,ppt_std,ws_std,dtr_mean
Itapoá,0.9708333333333334,77.06895690233749,0.37639541388696135,7.109722222222222
São José,1.2261904761904763,51.756989560333636,0.511066296701087,6.883333333333334
Itapiranga,15.293333333333335,100.89227937169538,0.3203461570935761,12.188888888888888
Agrolândia,1.2608333333333335,45.60727442758274,0.3972526968906648,9.867500000000001
São João do Sul,4.091666666666667,42.25128302787239,0.4708702176433056,7.488888888888888
Abdon Batista,4.778787878787878,67.94155904928681,0.42472324387470856,10.348484848484848
Itajaí,1.995512820512821,60.229462791053734,0.4668980190906889,9.10576923076923
São Joaquim,1.1065079365079364,48.06166491069857,0.543394386547982,9.157619047619047
Itapema,1.741666666666667,61.173173508354644,0.5103906749671704,8.820833333333333
Abelardo Luz,1.2015625000000003,76.0076406439415,0.41993238782481684,12.560069444444444
São José do Cerrito,3.010130718954248,57.245249261704465,0.4155143435846441,10.213562091503269
Jaborá,2.4740740740740743,67.88757500697827,0.40412787778163983,11.18148148148148
Água Doce,1.217039800995025,57.10334322214619,0.44342378430867085,11.480348258706467
Jacinto Machado,2.005,41.59727108359547,0.45036152589790246,8.702666666666666
Águas de Chapecó,12.288888888888888,87.25102308460323,0.3339379663160102,11.304166666666664
São José do Cedro,4.0438888888888895,87.3998590554531,0.40277550739312484,12.766111111111108
Ituporanga,1.3048245614035088,48.60801700782752,0.42401985171363177,9.477631578947369
Agronômica,1.4020833333333336,47.451469328321664,0.3906276241203586,9.806249999999999
São Cristóvão do Sul,1.1032407407407407,48.687231370392006,0.38759647056885005,10.35972222222222
Irati,2.0958333333333337,76.92091160327897,0.3951708285773782,12.418750000000003
São Carlos,11.74047619047619,88.67344501045818,0.3378892028507205,11.314285714285713
São Domingos,1.3470833333333334,73.33360917471242,0.4258161666781374,12.83625
Irineópolis,2.7641975308641977,41.12273657598888,0.34618597991094,12.09753086419753
São Bonifácio,1.288,52.533785104454665,0.49983544180549605,7.669333333333334
Ipumirim,2.866025641025641,82.01834048437075,0.37241990849195944,11.56474358974359
Irani,1.7308823529411765,71.18952254699028,0.40727521377611187,11.43186274509804
Iraceminha,7.870370370370371,94.41957446773684,0.34902819790992523,12.154629629629628
São João Batista,1.61,55.25831864990488,0.4411459366948226,8.18
Itaiópolis,2.0031565656565657,44.649292926406495,0.3807221794250888,11.285227272727273
São João do Itaperiú,1.6018518518518519,67.34061419436972,0.4014489168071063,8.34537037037037
Itá,8.908333333333335,90.77643429927305,0.33856619117979136,10.716666666666667
São João do Oeste,14.900000000000002,100.38940019156621,0.3166285880948773,12.064814814814815
São Francisco do Sul,1.2579861111111112,75.09526606175884,0.409084798474957,7.259722222222221
Santa Helena,11.086666666666668,99.62994929045982,0.32787157824609886,12.29
Santa Cecília,1.0895114942528736,49.358180558900756,0.4093396521780222,10.96594827586207
Imbituba,2.137878787878788,55.483589873896044,0.5804470373857036,6.340151515151514
Santa Rosa de Lima,1.2643939393939394,51.63853122679329,0.49677991165724933,8.577272727272728
Imbuia,0.8236111111111111,48.62930986649295,0.44380934995811233,9.2125
Salto Veloso,1.6027777777777779,55.05370022796409,0.4337274345593538,11.354166666666666
Imaruí,2.8617283950617285,55.229363908845066,0.5540784001790819,6.941358024691358
Sangão,9.502083333333333,54.81363253554742,0.5329449867159861,9.11875
São Bento do Sul,0.8940972222222222,56.34971672949238,0.35631299307180225,10.10798611111111
Ipira,7.221296296296296,72.56557332709369,0.386205279942306,10.746296296296295
São Bernardino,1.3675000000000002,74.29822931554236,0.42070211099351074,12.724166666666667
Iomerê,1.9847222222222223,54.57570795276738,0.41227065184719036,11.222222222222221
Ipuaçu,1.3391025641025642,83.35987557108517,0.40076190856004656,12.614743589743588
Iporã do Oeste,12.90462962962963,101.82887258115608,0.31795640119592494,12.017592592592594
Santa Terezinha,1.4864864864864864,43.35595691650916,0.3664893819722229,11.073423423423424
Santa Rosa do Sul,4.578125,42.254509052189384,0.45965279312060814,7.961458333333333
Santo Amaro da Imperatriz,0.8960784313725491,53.4375148041661,0.4859664225426376,7.142647058823529
Santiago do Sul,2.085,76.42467178857525,0.3995224088776155,12.511666666666667
Santa Terezinha do Progresso,2.3722222222222222,80.930868604637,0.4066303261389022,12.481944444444443
Indaial,1.9234848484848486,56.62459245558805,0.3719287673830865,9.084848484848486
Rio Negrinho,1.0895000000000001,47.54235213688555,0.39207887525713564,10.811166666666667
Rodeio,1.6902777777777778,52.34736219394372,0.3609510841032178,9.340277777777777
Ibicaré,2.123958333333334,60.79869518695545,0.4151674483818585,11.091666666666669
Riqueza,11.788333333333332,98.66306215895142,0.3295221796072537,12.027499999999998
Ibirama,1.975595238095238,48.66021045518071,0.37354696448482283,9.763690476190474
